Consumption_Country	Consumption_Industry	Total_Threatened_Animalia	Total_Threatened_Plantae	Aggregated_Threats	Production_Country	Production_Industry	Threatened_Animalia	Threatened_Plantae	Aggregated_Threats_Per_Tradepath
					Mali	Wholesale Trade	2	0	0
					Mali	Metal Products	1	0	0
					Mali	Hotels and Restraurants	1	0	0
Kazakhstan	Tobacco	307	44	20.8	Kazakhstan	Agriculture	297	41	10.5
					Kazakhstan	Tobacco	157	11	10.3
Turkmenistan	Transport	139	2	20.8	Turkmenistan	Transport	139	2	20.8
Indonesia	Boilers, Engines and turbines	1169	62	20.8	Indonesia	Boilers, Engines and turbines	1169	62	20.8
El Salvador	Electricity, Gas and Water	232	30	20.7	El Salvador	Electricity, Gas and Water	218	26	14.4
					El Salvador	Mining and Quarrying	31	2	5.9
					El Salvador	Transport	26	2	0.4
					El Salvador	Construction	4	1	0.1
Cyprus	Retail Trade	268	30	20.7	Cyprus	Retail Trade	212	18	12.9
					Cyprus	Transport	78	7	3.4
					Cyprus	Fishing	99	17	2.5
					Cyprus	Agriculture	32	1	0.7
					Cyprus	Mining and Quarrying	19	2	0.5
					Cyprus	Electricity, Gas and Water	10	0	0.4
					Cyprus	Construction	19	5	0.3
Moldova	Retail Trade	215	40	20.7	Moldova	Fishing	94	23	8.5
					Moldova	Agriculture	102	9	3.6
					Moldova	Retail Trade	135	9	3.3
					Moldova	Construction	78	18	2.6
					Moldova	Transport	52	4	1.5
					Moldova	Electricity, Gas and Water	14	1	0.7
					Moldova	Mining and Quarrying	20	4	0.4
					Moldova	Post and Telecommunications	10	0	0.1
					Moldova	Education, Health and Other Services	7	1	0.1
					Moldova	Food & Beverages	1	0	0
Guyana	Electrical and Machinery	377	38	20.7	Guyana	Electrical and Machinery	279	23	13
					Guyana	Transport	82	8	3.3
					Trinidad and Tobago	Transport	85	3	2
					Barbados	Transport	59	2	0.8
					Guyana	Mining and Quarrying	10	3	0.5
					Guyana	Agriculture	17	1	0.3
					Guyana	Electricity, Gas and Water	5	3	0.2
					Guyana	Construction	10	6	0.2
					Guyana	Metal Products	12	1	0.2
					Guyana	Wholesale Trade	12	1	0.1
					Venezuela	Agricultural activities and livestock services	5	0	0.1
					Venezuela	Agricultural improvements	5	0	0.1
					Trinidad and Tobago	Agriculture	5	0	0.1
					Guyana	Petroleum, Chemical and Non-Metallic Mineral Products	2	0	0
					Guyana	Fishing	1	0	0
					Togo	Agriculture	1	0	0
Haiti	Textiles and Wearing Apparel	350	36	20.7	Haiti	Textiles and Wearing Apparel	310	32	9
					Haiti	Transport	116	10	4.6
					Haiti	Agriculture	30	9	2.8
					Haiti	Mining and Quarrying	63	2	2
					Haiti	Electricity, Gas and Water	62	0	1.7
					Haiti	Fishing	15	2	0.2
					Haiti	Petroleum, Chemical and Non-Metallic Mineral Products	12	2	0.2
					Haiti	Construction	8	0	0.1
Indonesia	Other rubber products	1169	62	20.7	Indonesia	Other rubber products	1169	62	20.7
Ireland	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	897	13	20.7	Singapore	Other business & technical services	578	2	8.6
					Ireland	Retail trade, except of motor vehicles and motorcycles, repair of personal and household goods	230	10	8.5
					UK	Hunting, trapping and game propagation, including related service activities	124	0	2.1
					Ireland	Electricity, gas, steam and hot water supply	10	1	0.6
					Ireland	Land transport, transport via pipelines	23	0	0.4
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	12	1	0.2
					Ireland	Construction	16	0	0.2
					UK	Animal husbandry service activities, except veterinary activities	9	0	0.1
					Israel	Photographic activities and other business activities n.e.c.	5	0	0.1
Bahrain	Retail Trade	291	4	20.7	Bahrain	Retail Trade	248	4	11.2
					Bahrain	Construction	156	2	3.4
					Bahrain	Fishing	173	0	2.2
					Bahrain	Electricity, Gas and Water	109	0	2
					Bahrain	Agriculture	50	0	1.1
					Bahrain	Transport	35	2	0.8
					Bahrain	Mining and Quarrying	2	0	0
Yemen	Petroleum, Chemical and Non-Metallic Mineral Products	658	114	20.7	Yemen	Petroleum, Chemical and Non-Metallic Mineral Products	629	112	19.2
					Yemen	Transport	68	10	1.3
					Yemen	Agriculture	10	0	0.1
					Yemen	Electricity, Gas and Water	1	0	0
Panama	Petroleum, Chemical and Non-Metallic Mineral Products	591	88	20.7	Panama	Petroleum, Chemical and Non-Metallic Mineral Products	547	85	11.5
					Panama	Mining and Quarrying	98	1	5.5
					Panama	Transport	122	5	2
					Panama	Electricity, Gas and Water	92	0	1.7
Dominican Republic	Wholesale Trade	314	35	20.6	Dominican Republic	Wholesale Trade	291	33	16.8
					Dominican Republic	Transport	79	4	3.5
					Dominican Republic	Mining and Quarrying	15	1	0.2
					Dominican Republic	Electricity, Gas and Water	3	0	0
					Dominican Republic	Construction	1	0	0
Honduras	Petroleum, Chemical and Non-Metallic Mineral Products	518	44	20.6	Honduras	Petroleum, Chemical and Non-Metallic Mineral Products	480	42	13.2
					Honduras	Mining and Quarrying	91	3	4
					Honduras	Electricity, Gas and Water	82	1	1.7
					Honduras	Transport	107	3	1.7
Antigua	Retail Trade	271	18	20.6	Antigua	Retail Trade	191	14	11.5
					Antigua	Transport	104	6	3.8
					Antigua	Fishing	155	8	3.1
					Antigua	Electricity, Gas and Water	56	0	1.4
					Antigua	Agriculture	21	2	0.4
					Antigua	Mining and Quarrying	13	0	0.3
					Antigua	Construction	6	0	0.1
Sweden	Agriculture, hunting and related service activities	65	12	20.6	Sweden	Agriculture, hunting and related service activities	65	12	20.6
Poland	Public administration and defence services, compulsory social security services	285	67	20.6	Poland	Public administration and defence, compulsory social security	216	38	12.3
					Poland	Construction	124	51	5.9
					Poland	Land transport, transport via pipelines	62	6	1.4
					Poland	Electricity, gas, steam and hot water supply	13	1	0.3
					Poland	Forestry, logging and related service activities	19	1	0.3
					Poland	Air transport	23	2	0.3
					Poland	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	9	0	0.1
					Poland	Mining of coal and lignite, extraction of peat	3	1	0
					Poland	Agriculture, hunting and related service activities	2	0	0
Guatemala	Finacial Intermediation and Business Activities	335	83	20.6	Guatemala	Construction	294	77	14.6
					Guatemala	Education, Health and Other Services	151	14	2.9
					Guatemala	Transport	60	4	2.1
					Guatemala	Mining and Quarrying	14	2	0.3
					Guatemala	Fishing	19	4	0.3
					Guatemala	Electricity, Gas and Water	8	1	0.3
					Guatemala	Agriculture	3	0	0
Kyrgyzstan	Milk	151	10	20.6	Kyrgyzstan	Milk	103	5	7
					Kyrgyzstan	Irrigation water supply	100	2	3
					Kyrgyzstan	Chemicalization service	95	2	2.4
					Kyrgyzstan	Hunting and Forestry	47	1	2.3
					Kyrgyzstan	Grain	68	2	2
					Kyrgyzstan	Meat (live weight)	46	3	1.5
					Kyrgyzstan	Auxiliary transport activities	23	0	0.6
					Kyrgyzstan	Road transport	22	0	0.5
					Kyrgyzstan	Fishery and fish breeding	30	0	0.5
					Kyrgyzstan	Feeding stuff	28	1	0.5
					Kyrgyzstan	Other Agri. Services	11	0	0.1
					Kyrgyzstan	Crude Oil	3	0	0
					Kyrgyzstan	Rail transport	2	0	0
Maldives	Hotels and Restraurants	409	12	20.6	Maldives	Hotels and Restraurants	388	12	13.6
					Maldives	Electricity, Gas and Water	248	1	3.9
					Maldives	Agriculture	25	1	1.5
					Maldives	Mining and Quarrying	86	0	1.1
					Maldives	Transport	39	1	0.5
Maldives	Transport Equipment	414	13	20.5	Maldives	Transport Equipment	388	12	14.7
					Maldives	Electricity, Gas and Water	248	1	2.8
					Maldives	Mining and Quarrying	91	0	2.1
					Maldives	Transport	49	2	0.9
					Maldives	Electrical and Machinery	7	0	0.1
China	Leather, furs, down and related products	605	134	20.5	China	Leather, furs, down and related products	436	108	11.1
					China	Livestock and livestock products	117	35	5.1
					Mongolia	Agriculture	92	9	2.6
					New Zealand	Services to agriculture, hunting and trapping	61	0	1.1
					China	Crop cultivation	6	2	0.1
					North Korea	Agriculture	8	1	0.1
					South Korea	Crude petroleum and natural gas	7	0	0.1
					Myanmar	Agriculture	7	0	0.1
					Singapore	Other business & technical services	5	0	0.1
					Denmark	Agriculture	3	0	0
					Australia	Beef cattle	3	0	0
					Laos	Agriculture	0	2	0
					Denmark	Agricultural services, landscape gardeners etc.	2	0	0
					Finland	Agriculture, hunting and related service activities	1	0	0
					China	Fishery	1	0	0
					Gabon	Agriculture	1	0	0
Tunisia	Electrical and Machinery	318	38	20.5	Tunisia	Electrical and Machinery	285	38	18.1
					Tunisia	Transport	75	4	1.9
					Tunisia	Metal Products	14	1	0.2
					Tunisia	Electricity, Gas and Water	11	0	0.2
					Tunisia	Mining and Quarrying	3	0	0
					Tunisia	Agriculture	1	0	0
					Tunisia	Construction	1	0	0
Sao Tome and Principe	Public Administration	185	31	20.5	Sao Tome and Principe	Public Administration	156	19	12.9
					Sao Tome and Principe	Construction	65	15	3.4
					Sao Tome and Principe	Transport	41	5	1.7
					Sao Tome and Principe	Agriculture	18	5	0.9
					Sao Tome and Principe	Education, Health and Other Services	31	1	0.6
					Sao Tome and Principe	Electricity, Gas and Water	8	0	0.5
					Sao Tome and Principe	Mining and Quarrying	8	0	0.5
					Sao Tome and Principe	Fishing	7	1	0.2
					Sao Tome and Principe	Post and Telecommunications	2	0	0
					Sao Tome and Principe	Petroleum, Chemical and Non-Metallic Mineral Products	2	0	0
Swaziland	Retail Trade	235	25	20.5	Swaziland	Retail Trade	170	6	10.1
					Swaziland	Fishing	79	8	4.3
					Swaziland	Transport	58	5	2.8
					Swaziland	Agriculture	105	7	2.3
					Swaziland	Construction	22	7	0.4
					Swaziland	Mining and Quarrying	10	1	0.3
					Swaziland	Electricity, Gas and Water	5	1	0.2
New Zealand	Crustaceans	249	27	20.5	New Zealand	Fishing	249	27	20.5
Somalia	Post and Telecommunications	694	45	20.4	Somalia	Post and Telecommunications	664	44	19.4
					Somalia	Transport	68	3	0.9
					Somalia	Agriculture	10	0	0.1
					Somalia	Mining and Quarrying	3	0	0
Thailand	Road Freight Transport	484	1	20.4	Myanmar	Mining and Quarrying	353	1	14.5
					Thailand	Petroleum and Natural Gas	217	1	3.2
					Yemen	Mining and Quarrying	125	0	2.6
					Thailand	Land Transport Supporting Services	2	0	0
					UAE	Mining and Quarrying	2	0	0
					Thailand	Silk Worm	2	0	0
Denmark	Re-export & Re-import	262	63	20.4	Sweden	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	200	49	12.5
					Germany	Fishing	111	16	2.6
					Greenland	Accounting and business services	66	4	1.9
					Greenland	Coastal fisheries	47	8	1.3
					Greenland	Offshore fisheries	47	8	1.2
					Greenland	Land and pipeline transport	13	0	0.3
					Estonia	Forestry, logging and related service activities	16	0	0.2
					Netherlands	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	10	0	0.1
					Greenland	Agriculture and hunting	5	1	0.1
					Iceland	Agriculture	4	0	0.1
					Sweden	Forestry, logging and related service activities	2	0	0
					Norway	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	2	0	0
					Sweden	Agriculture, hunting and related service activities	1	0	0
					Latvia	Forestry, logging and related service activities	1	0	0
Saudi Arabia	Transport Equipment	616	11	20.4	Saudi Arabia	Transport Equipment	614	11	20
					Saudi Arabia	Electrical and Machinery	17	1	0.3
					Saudi Arabia	Transport	4	0	0.1
					Saudi Arabia	Electricity, Gas and Water	1	0	0
					Saudi Arabia	Agriculture	1	0	0
Thailand	Wholesale Trade	788	23	20.4	Thailand	Silk Worm	612	2	9.6
					Thailand	Air Transports	212	20	9
					Myanmar	Mining and Quarrying	110	0	1.7
					Laos	Agriculture	0	2	0
					Thailand	Electricity	0	1	0
					Thailand	Petroleum and Natural Gas	1	0	0
					Thailand	Ocean and Coastal Fishing	1	0	0
Hong Kong	other livestock	26	4	20.4	Hong Kong	other livestock	26	4	20.4
Ghana	Electricity, Gas and Water	552	53	20.3	Ghana	Electricity, Gas and Water	535	48	15.8
					Ghana	Mining and Quarrying	24	1	2.9
					Ghana	Transport	65	9	1.7
					Ghana	Construction	2	0	0
Switzerland	Motor vehicles, trailers and semi-trailers	315	64	20.3	Switzerland	Renting of machinery and equip-ment with-out operator and of personal and household goods, Other business activities	296	59	18
					Switzerland	Manufacture of motor vehicles, trailers and semi-trailers	70	6	1.5
					Switzerland	Mining and quarrying 	25	4	0.4
					Switzerland	Land transport, transport via pipelines, Water transport, Air transport	16	0	0.2
					Switzerland	Electricity, gas, steam and hot water supply, Collection, purification and distribution of water	14	1	0.2
					Switzerland	Agriculture, hunting, forestry, logging, fishing,fish farming and related service activities	1	0	0
Israel	Manufacture of telecommunications equipment	522	10	20.3	Israel	Photographic activities and other business activities n.e.c.	482	6	13.8
					Israel	Manufacture of telecommunications equipment	402	4	6.5
Costa Rica	Textiles and Wearing Apparel	543	69	20.3	Costa Rica	Textiles and Wearing Apparel	499	67	12.6
					Costa Rica	Transport	106	5	3.3
					Costa Rica	Electricity, Gas and Water	87	0	2.5
					Costa Rica	Mining and Quarrying	36	1	1.5
					Costa Rica	Agriculture	25	0	0.4
Uganda	Post and Telecommunications	600	58	20.3	Uganda	Post and Telecommunications	574	54	18.1
					Uganda	Transport	139	7	2
					Uganda	Mining and Quarrying	4	0	0.1
					Uganda	Electricity, Gas and Water	1	0	0
					Uganda	Education, Health and Other Services	0	1	0
					Uganda	Agriculture	1	0	0
					Uganda	Construction	1	0	0
El Salvador	Fishing	85	10	20.3	El Salvador	Fishing	85	10	20.3
Argentina	Education Services	399	65	20.2	Argentina	Public education	391	61	12.9
					Argentina	Private Education	391	61	6.5
					Argentina	Business services and professional	52	6	0.8
					Argentina	Agricultural services	2	0	0
					Argentina	Fishing	2	0	0
					Argentina	Electricity	1	0	0
					Argentina	Air transport	1	0	0
					Argentina	Forestry and logging	1	0	0
					Argentina	Construction	1	0	0
Mauritius	Rubber and plastics products 	426	73	20.2	Mauritius	Fishing 	405	72	14.9
					Mauritius	Other business activities 	351	1	5.4
Jamaica	Wholesale Trade	269	23	20.2	Jamaica	Wholesale Trade	247	22	16.1
					Jamaica	Transport	77	4	3.2
					Jamaica	Electricity, Gas and Water	59	0	0.6
					Jamaica	Mining and Quarrying	16	3	0.2
					Jamaica	Construction	5	0	0.1
Iran	Renting or leasing services involving rented or leased residential property	306	14	20.2	Iran	Cinema, radio, television, & other arts activities	277	14	16
					Iran	Agricultural & animal husbandry service activities	152	0	2.5
					Iran	Transport via pipelines	23	0	1.1
					Iran	Extraction of crude petrolum & natural gas	36	0	0.4
					Iran	Other constructions	10	0	0.1
					Iran	Farming of animals	9	0	0.1
					Iran	Manufacture of textiles	3	0	0
Angola	Electrical and Machinery	550	47	20.2	Angola	Electrical and Machinery	519	44	17.9
					Angola	Agriculture	82	1	1
					Angola	Transport	59	6	0.9
					Namibia	Mining and Quarrying	18	1	0.3
					Angola	Metal Products	2	0	0
					Angola	Electricity, Gas and Water	1	0	0
					Angola	Wholesale Trade	1	0	0
					Angola	Fishing	1	0	0
					Angola	Petroleum, Chemical and Non-Metallic Mineral Products	1	0	0
					Angola	Construction	1	0	0
Japan	Agricultural public construction	641	23	20.2	Japan	Agricultural public construction	641	23	20.2
Turkey	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	419	55	20.2	Turkey	Retail trade, except of motor vehicles and motorcycles, repair of personal and household goods	386	54	17.7
					Turkey	Forestry, logging and related service activities	43	1	0.9
					Turkey	Wholesale trade and commission trade, except of motor vehicles and motorcycles	30	2	0.4
					Georgia	Other land transport, sea and coastal water transport	25	0	0.3
					Turkmenistan	Agriculture	15	0	0.2
					Bulgaria	Transport	15	0	0.2
					Bulgaria	Agriculture	10	1	0.2
					Syria	Transport	8	0	0.1
					Libya	Transport	6	0	0.1
					Turkey	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	4	1	0.1
					Romania	Water transport	3	0	0.1
					Turkey	Water transport	2	0	0
					Turkey	Agriculture, hunting and related service activities	1	0	0
					Syria	Agriculture	1	0	0
Colombia	Construction and construction and repair of buildings, equipment leasing (including operator)	643	107	20.2	Colombia	Construction and construction and repair of buildings, equipment leasing (including operator)	643	107	20.2
Germany	Retail trade and repairs	990	52	20.2	Singapore	Other business & technical services	572	1	7.5
					Germany	Retail trade and repairs	281	41	4.7
					Israel	Photographic activities and other business activities n.e.c.	331	1	4.3
					Germany	Road and pipeline transport	63	6	2
					Germany	Basic construction	28	5	0.4
					UK	Hunting, trapping and game propagation, including related service activities	34	0	0.4
					South Africa	Businessactivities	21	1	0.3
					Germany	Electricity and district heat	15	1	0.2
					Germany	Waste disposal and sewerage services	18	1	0.2
					Germany	Air transport	5	0	0.1
					Syria	Mining and Quarrying	3	1	0
					Germany	Crude oil and natural gas	4	0	0
					Germany	Gas supply	3	0	0
					France	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Finland	Forestry, logging and related service activities	2	0	0
					Austria	Forestry, logging and related service activities	1	1	0
					UK	Agricultural service activities, landscape gardening Change of title for SIC(2003) 	1	0	0
Kuwait	Restaurants, cafes & other eating & drinking places	341	2	20.1	Kuwait	fishing	179	0	6.4
					Kuwait	Business services except machinery & equipment rental & leasing	256	2	6.3
					Kuwait	Agriculture & livestock	66	0	3.5
					Kuwait	Restaurants, cafes & other eating & drinking places	165	0	3.4
					Lebanon	Agriculture	20	0	0.4
					Jordan	Agriculture	14	0	0.2
					Kuwait	Land transport	3	0	0
UK	Construction of civil engineering constructions	160	43	20.1	UK	Construction of domestic buildings	67	23	3.8
					UK	Construction of motorways, roads, airfields and sports facilities	19	10	3.3
					UK	Construction of commercial buildings	69	20	2.8
					UK	Installation of electrical wiring and fittings 	81	25	2.6
					UK	Construction of civil engineering constructions	69	20	1.8
					UK	Plumbing, heat and air-conditioning installation	71	23	1.6
					UK	Other construction work involving special trades	71	23	1.5
					UK	Joinery installation	41	12	0.7
					UK	Forestry and logging related service activities	29	13	0.7
					UK	Forestry and logging (sustainable/FSC)	21	0	0.4
					UK	Forestry and logging 	21	0	0.3
					UK	Painting,Glazing	17	0	0.2
					UK	Operation of gravel and sand pits 	9	2	0.2
					Mauritius	Other business activities 	16	0	0.2
					Latvia	Forestry, logging and related service activities	2	0	0
					UK	Erection of roof covering and frames 	2	0	0
					Ireland	Forestry, logging and related service activities	1	0	0
					UK	Transport via pipelines 	1	0	0
Mexico	Manufacture of computer, communication, measurement and other equipment, electronic components and accessories	1123	234	20.1	Mexico	Manufacture of computer, communication, measurement and other equipment, electronic components and accessories	1106	234	19.8
					Mexico	Forest planning	20	0	0.3
Portugal	Retailtrade services, except of motor vehicles and motorcycles, repair services of personal and household goods	500	139	20.1	Portugal	Retail trade, except of motor vehicles and motorcycles, repair of personal and household goods	451	115	15.8
					Portugal	Land transport, transport via pipelines	71	13	2
					Portugal	Air transport	42	5	0.7
					Portugal	Construction	30	11	0.5
					Portugal	Agriculture, hunting and related service activities	22	5	0.5
					Portugal	Electricity, gas, steam and hot water supply	12	5	0.5
					Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	5	2	0.1
Monaco	Fishing	52	2	20.1	Monaco	Fishing	52	2	20.1
Pakistan	Wholesale Trade	464	25	20.1	Pakistan	Wholesale Trade	437	22	16.8
					Pakistan	Transport	84	3	2.8
					Pakistan	Mining and Quarrying	25	0	0.3
					Pakistan	Agriculture	8	0	0.1
					Pakistan	Construction	4	1	0.1
					Pakistan	Electricity, Gas and Water	1	0	0
Bangladesh	Transport Equipment	357	59	20	Bangladesh	Transport Equipment	352	57	16.6
					Bangladesh	Electrical and Machinery	151	11	2.4
					Bangladesh	Transport	43	1	0.6
					Bangladesh	Mining and Quarrying	23	1	0.5
					Bangladesh	Metal Products	2	0	0
Pakistan	Petroleum, Chemical and Non-Metallic Mineral Products	469	25	20	Pakistan	Petroleum, Chemical and Non-Metallic Mineral Products	437	22	9.4
					Pakistan	Mining and Quarrying	125	0	7.2
					Pakistan	Electricity, Gas and Water	104	0	1.7
					Pakistan	Transport	80	2	1.6
					Pakistan	Construction	4	1	0.1
					Pakistan	Agriculture	1	0	0
Argentina	Oil seeds and oleaginous fruits	514	120	20	Argentina	Agricultural services	503	117	18.4
					Argentina	Cereals, oilseeds and forage	78	20	1.6
					Argentina	Forestry and logging	1	0	0
Slovakia	Wholesale trade and commission trade services, except of motor vehicles and motorcycles	318	78	20	Slovakia	Wholesale trade and commission trade, except of motor vehicles and motorcycles	204	36	6.1
					Slovakia	Land transport, transport via pipelines	71	9	4.6
					Slovakia	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	150	53	3
					Slovakia	Forestry, logging and related service activities	85	7	3
					Slovakia	Construction	85	22	1.9
					Slovakia	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	25	5	0.5
					Poland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	26	4	0.5
					Slovakia	Agriculture, hunting and related service activities	20	1	0.4
					Slovakia	Electricity, gas, steam and hot water supply	1	0	0
New Caledonia	Transport Equipment	689	47	19.9	New Caledonia	Transport Equipment	644	44	18.8
					New Caledonia	Transport	86	9	1.1
					New Caledonia	Electrical and Machinery	5	1	0.1
Indonesia	Electricity and gas	627	1	19.9	Indonesia	Electricity and gas	615	1	13
					Indonesia	Crude petroleum and natural gas	236	0	7
Argentina	Cereals	514	120	19.9	Argentina	Agricultural services	503	117	18.4
					Argentina	Cereals, oilseeds and forage	78	20	1.5
					Argentina	Forestry and logging	1	0	0
Thailand	Education	800	8	19.9	Thailand	Silk Worm	796	6	16.1
					Thailand	Petroleum and Natural Gas	201	0	2.2
					Myanmar	Mining and Quarrying	109	0	1.6
					Thailand	Electricity	0	1	0
					Thailand	Agricultural Services	0	1	0
					Thailand	Ocean and Coastal Fishing	1	0	0
					Thailand	Inland Fishing	1	0	0
Sri Lanka	Mining and Quarrying	313	0	19.9	Sri Lanka	Mining and Quarrying	313	0	19.9
Dominican Republic	Electrical and Machinery	314	35	19.8	Dominican Republic	Electrical and Machinery	291	33	15.9
					Dominican Republic	Transport	78	4	2
					Dominican Republic	Electricity, Gas and Water	59	0	1
					Dominican Republic	Mining and Quarrying	61	1	1
					Dominican Republic	Metal Products	1	0	0
					Dominican Republic	Construction	1	0	0
South Africa	Petroleum products	587	46	19.7	South Africa	Businessactivities	344	9	5.9
					South Africa	Other mining	130	9	4.5
					South Africa	Petroleum	296	16	4.2
					South Africa	Transportservices	195	17	4
					Togo	Mining and Quarrying	21	0	0.8
					Zambia	Mining and Quarrying	11	0	0.2
					Israel	Extraction of crude petroleumand natural gas	4	0	0
					South Africa	Coal 	3	0	0
					Mozambique	Mining and Quarrying	3	0	0
					South Africa	Electricity	1	0	0
Hungary	Hotel and restaurant services	297	77	19.7	Hungary	Fishing, operating of fish hatcheries and fish farms, service activities incidental to fishing	147	57	11.8
					Hungary	Hotels and restaurants	210	36	3.8
					Hungary	Agriculture, hunting and related service activities	82	16	2.4
					Hungary	Construction	39	8	0.6
					Hungary	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	23	5	0.4
					Hungary	Forestry, logging and related service activities	20	1	0.2
					Hungary	Land transport, transport via pipelines	14	0	0.2
					Hungary	Electricity, gas, steam and hot water supply	9	2	0.2
France	Electrical energy, gas, steam and hot water	275	53	19.7	France	Electricity, gas, steam and hot water supply	125	23	11.3
					Algeria	Mining and Quarrying	49	2	1.4
					Algeria	Transport	83	7	1.3
					Belgium	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	20	2	1.3
					France	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	25	5	0.9
					France	Construction	54	16	0.9
					Germany	Crude oil and natural gas	24	4	0.6
					Norway	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	29	2	0.5
					Iraq	Mining and Quarrying	31	0	0.4
					Azerbaijan	Mining and Quarrying	23	4	0.3
					Syria	Mining and Quarrying	19	1	0.2
					Algeria	Agriculture	10	0	0.2
					Russia	Mining and quarrying (energy)	6	1	0.1
					Nigeria	Mining and Quarrying	6	0	0.1
					Ireland	Extraction of crude petroleum and natural gas, service activities incidental to oil and gas extraction excluding surveying	3	0	0
					Saudi Arabia	Mining and Quarrying	3	0	0
					Tunisia	Mining and Quarrying	2	0	0
					Russia	Other Business Activities	2	0	0
					Algeria	Electricity, Gas and Water	1	0	0
					Niger	Mining and Quarrying	1	0	0
Taiwan	Tobacco	624	15	19.7	Taiwan	Agricultural Services	553	0	11.5
					Taiwan	Tobacco	541	11	6.3
					Taiwan	Other Special Crops	31	6	1.8
South Sudan	Fishing	77	9	19.7	South Sudan	Fishing	77	9	19.7
China	Electricity and steam production and supply 	757	66	19.7	South Korea	Crude petroleum and natural gas	288	36	4.9
					China	Resident services and other services	249	21	4.5
					Oman	Mining and Quarrying	197	0	2.7
					Yemen	Mining and Quarrying	125	0	2.6
					Tanzania	Mining and Quarrying	99	1	1.4
					China	Electricity and steam production and supply 	2	5	1.2
					China	Crude petroleum products and Natural gas products	45	6	1.2
					China	Pipeline transport	35	0	0.7
					Angola	Mining and Quarrying	21	0	0.3
					Congo	Mining and Quarrying	7	0	0.1
					Gabon	Agriculture	4	0	0.1
					North Korea	Mining and Quarrying	3	1	0
					Laos	Agriculture	0	2	0
					Singapore	Other business & technical services	2	0	0
					Viet Nam	Cude oil, natural gas (except exploration)	1	0	0
					China	Water freight and passangers transport	1	0	0
					Mongolia	Mining and Quarrying	1	0	0
Nicaragua	Wholesale Trade	431	39	19.7	Nicaragua	Wholesale Trade	405	38	15.9
					Nicaragua	Transport	101	4	3.5
					Nicaragua	Mining and Quarrying	24	0	0.3
					Nicaragua	Electricity, Gas and Water	1	0	0
India	Motor vehicles	782	53	19.6	India	Motor vehicles	754	49	12.1
					India	Electricity	381	3	5.5
					India	Crude petroleum, natural gas	124	0	1.3
					India	Animal services(agricultural)	21	2	0.3
					India	Other transport services	24	2	0.3
					India	Coal and lignite	2	0	0
					India	Forestry and logging	1	1	0
					Bhutan	Mining and Quarrying	1	0	0
Taiwan	Radio, Television & Movies Services	650	65	19.6	Taiwan	Undistributed	650	65	19.5
					Taiwan	Recreational & Cultural Services	9	3	0.1
Greece	Education services	432	60	19.6	Greece	Education	431	59	19.3
					Greece	Electricity, gas, steam and hot water supply	16	0	0.2
					Greece	Construction	8	1	0.1
Ecuador	Cattle, live animals and animal products	506	83	19.6	Ecuador	Livestock	382	14	12.6
					Ecuador	Other Business	246	2	3.7
					Ecuador	Cultivation of bananas, coffee and cocoa	82	73	3.3
					Ecuador	Other crops	1	0	0
					Ecuador	Transport and storage	1	0	0
Viet Nam	Irrigation service	846	78	19.6	Viet Nam	Irrigation service	846	78	19.6
Belgium	Public administration and defence services, compulsory social security services	258	34	19.5	Belgium	Public administration and defence, compulsory social security	211	18	12.5
					Belgium	Construction	105	26	6.4
					Belgium	Land transport, transport via pipelines	33	0	0.5
					Belgium	Electricity, gas, steam and hot water supply	11	0	0.1
					Belgium	Agriculture, hunting and related service activities	2	0	0
Portugal	Wearing apparel, furs	560	158	19.5	Portugal	Manufacture of wearing apparel, dressing and dyeing of fur	451	115	13.3
					Portugal	Agriculture, hunting and related service activities	165	57	2.7
					Portugal	Land transport, transport via pipelines	71	13	1.5
					Portugal	Manufacture of textiles	98	16	1.5
					Portugal	Electricity, gas, steam and hot water supply	12	5	0.3
					Spain	Extraction of crude petroleum and natural gas, mining of uranium and thorium ores	4	0	0.1
					Portugal	Construction	4	2	0.1
					Portugal	Air transport	4	0	0
Botswana	Retail Trade	254	14	19.5	Botswana	Retail Trade	215	6	13.9
					Botswana	Fishing	79	9	3.1
					Botswana	Agriculture	70	1	1.4
					Botswana	Transport	40	1	1
